cell_type	cancer_type	taxa	rho	rho_p	tau	tau_p	rho_padj	tau_padj	r.sqr	r.sqr.adj	pval	padj	ci.lower	ci.upper	sigma	sigma.flag	stabsel_prob	stabsel_pass
Tregs	LIHC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.344493399	2.43E-11	0.232281028	4.76E-11	5.97E-08	1.12E-07	0.278833461	0.258169663	2.29E-09	3.23E-06	0.202549911	0.400265318	1.270968683	0	1	TRUE
B_cells	LUAD	k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Lymphocryptovirus	0.183627951	4.38E-05	0.120595203	6.50E-05	0.009186843	0.011838214	0.502405243	0.484521288	1.72E-05	0.00807583	0.065384888	0.174969778	0.806844338	0	0.91	TRUE
B_cells	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.441586892	0	0.301932749	1.53E-23	0	1.44E-19	0.502405243	0.484521288	2.17E-79	3.06E-76	0.678619712	0.835968486	0.806844338	0	1	TRUE
B_cells	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Phycicoccus	0.314132433	1.38E-12	0.216176898	8.10E-13	1.99E-09	1.24E-09	0.502405243	0.484521288	6.37E-05	0.022465598	0.075788224	0.22150696	0.806844338	0	0.98	TRUE
CD4_T_cells	LUAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ruegeria	-0.184910875	3.86E-05	-0.124119872	3.95E-05	0.008518667	0.008435693	0.726248551	0.660409595	6.93E-08	3.26E-05	-0.329800975	-0.153977693	0.606256308	0	0.92	TRUE
CD4_T_cells	LUAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.284471305	1.64E-10	0.190706181	2.69E-10	1.57E-07	2.57E-07	0.726248551	0.660409595	1.70E-09	1.20E-06	0.090343472	0.177480012	0.606256308	0	0.99	TRUE
CD4_T_cells	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.182469113	4.90E-05	0.122773183	4.78E-05	0.0097465	0.009712552	0.726248551	0.660409595	3.84E-12	5.42E-09	0.150294024	0.268524619	0.606256308	0	0.72	TRUE
CD8_T_cells	LUAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.335467078	3.01E-14	0.229660418	2.83E-14	8.01E-11	7.60E-11	0.382027378	0.337403534	1.93E-17	2.73E-14	0.171636716	0.274545294	0.715990958	0	1	TRUE
CD8_T_cells	LUAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.219184545	1.00E-06	0.147279604	1.07E-06	0.000503871	0.000513638	0.382027378	0.337403534	0.000122117	0.03446153	0.036022533	0.111057249	0.715990958	0	0.85	TRUE
CD8_T_cells_PD1_high	LUAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.341338214	9.71E-15	0.235013924	7.06E-15	2.74E-11	2.10E-11	0.403128308	0.361425482	5.27E-18	7.44E-15	0.173126971	0.274608113	0.706059507	0	1	TRUE
CD8_T_cells_PD1_high	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.139997912	0.001889844	0.093062887	0.002056562	0.049335251	0.050998406	0.403128308	0.361425482	8.54E-08	6.02E-05	0.119267965	0.256961932	0.706059507	0	0.63	TRUE
CD8_T_cells_PD1_high	LUAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.222720163	6.62E-07	0.149374454	7.54E-07	0.000344038	0.000393933	0.403128308	0.361425482	0.000154271	0.038594054	0.03443286	0.108426775	0.706059507	0	0.84	TRUE
CD8_T_cells_PD1_low	LUAD	k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Lymphocryptovirus	0.137575817	0.00226666	0.092098591	0.002288392	0.05372446	0.053815343	0.398208764	0.353338365	0.000419134	0.084485382	0.036088585	0.126321647	0.664361986	0	0.6	TRUE
CD8_T_cells_PD1_low	LUAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.321809393	3.63E-13	0.218737271	4.35E-13	6.21E-10	7.67E-10	0.398208764	0.353338365	5.12E-17	7.22E-14	0.156486744	0.251974748	0.664361986	0	1	TRUE
CD8_T_cells_PD1_low	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.146760251	0.001120738	0.097501974	0.001242407	0.039465115	0.041164882	0.398208764	0.353338365	6.53E-08	4.60E-05	0.11382489	0.24338711	0.664361986	0	0.67	TRUE
CD8_T_cells_PD1_low	LUAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.213816542	1.85E-06	0.144170581	1.80E-06	0.000820122	0.000800178	0.398208764	0.353338365	0.000147262	0.051946638	0.032604526	0.102228607	0.664361986	0	0.87	TRUE
Endothelium	LUAD	k__Viruses.f__Polydnaviridae.g__Ichnovirus	0.174559188	0.000103495	0.116472006	0.000114673	0.015251393	0.016092471	0.4571342	0.41149504	0.000315925	0.055721237	0.097262331	0.329467536	0.509408661	0	0.66	TRUE
Endothelium	LUAD	k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Ornithobacterium	0.215157758	1.59E-06	0.144735858	1.64E-06	0.000710288	0.000752682	0.4571342	0.41149504	6.72E-06	0.007780389	0.096791042	0.246027942	0.509408661	0	0.81	TRUE
Endothelium	LUAD	k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter	0.22315	6.30E-07	0.151818446	4.96E-07	0.000332111	0.000266538	0.4571342	0.41149504	0.000161279	0.032509153	0.072503296	0.229258817	0.509408661	0	0.92	TRUE
Endothelium	LUAD	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prolixibacteraceae.g__Sunxiuqinia	-0.213518697	1.91E-06	-0.142956898	2.20E-06	0.000841484	0.000932269	0.4571342	0.41149504	1.65E-05	0.007780389	-0.280143142	-0.104918471	0.509408661	0	0.99	TRUE
Endothelium	LUAD	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	0.174679624	0.000102348	0.116472006	0.000114673	0.015180217	0.016092471	0.4571342	0.41149504	1.59E-05	0.007780389	0.049741795	0.132517667	0.509408661	0	0.92	TRUE
Fibroblasts	LUAD	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Collimonas	0.544380938	0	0.38499522	3.09E-37	0	1.74E-32	0.578762374	0.54233606	1.12E-24	1.58E-21	0.220776175	0.32509945	0.553574805	0	1	TRUE
Fibroblasts	LUAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Acetobacteraceae.g__Acetobacter	0.233099626	1.90E-07	0.156972443	2.01E-07	0.000111767	0.000120559	0.578762374	0.54233606	0.000141451	0.049896677	0.093380729	0.291709191	0.553574805	0	0.77	TRUE
Lymphocytes	LUAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ruegeria	-0.129385788	0.004105814	-0.085897169	0.004446532	0.070179835	0.072406889	0.630124697	0.581434415	5.64E-08	2.65E-05	-0.331684236	-0.155739959	0.606673513	0	0.98	TRUE
Lymphocytes	LUAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.32510049	2.02E-13	0.218088865	5.09E-13	3.81E-10	8.71E-10	0.630124697	0.581434415	6.67E-14	4.71E-11	0.123104706	0.21030121	0.606673513	0	1	TRUE
Lymphocytes	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.309061362	3.25E-12	0.210806767	2.92E-12	4.26E-09	3.92E-09	0.630124697	0.581434415	3.23E-44	4.55E-41	0.361831546	0.480143504	0.606673513	0	1	TRUE
Macrophages	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Micromonospora	0.242762558	5.64E-08	0.164803192	4.82E-08	3.79E-05	3.28E-05	0.499986925	0.46853274	4.03E-06	0.001895475	0.060225689	0.149317268	0.592884147	0	0.75	TRUE
Macrophages	LUAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.325464939	1.90E-13	0.219069787	4.01E-13	3.69E-10	7.48E-10	0.499986925	0.46853274	1.07E-05	0.003761857	0.053114021	0.138328595	0.592884147	0	0.99	TRUE
Macrophages	LUAD	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.42480822	0	0.295232553	1.40E-22	0	1.13E-18	0.499986925	0.46853274	1.54E-15	2.17E-12	0.215858252	0.35656007	0.592884147	0	1	TRUE
Macrophages	LUAD	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.378870845	0	0.258938443	9.85E-18	0	4.28E-14	0.499986925	0.46853274	8.99E-09	6.34E-06	0.181930036	0.370158107	0.592884147	0	0.98	TRUE
Macrophages	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Dermacoccaceae.g__Kytococcus	0.213282287	1.96E-06	0.14310653	2.14E-06	0.000850875	0.000919143	0.499986925	0.46853274	4.36E-05	0.012294211	0.046274216	0.131524881	0.592884147	0	0.63	TRUE
Macrophages_M1	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Micromonospora	0.237314975	1.13E-07	0.159516189	1.27E-07	7.06E-05	7.89E-05	0.47533149	0.43621147	0.000170999	0.048255868	0.038852969	0.123537815	0.563558346	0	0.69	TRUE
Macrophages_M1	LUAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.319157883	5.79E-13	0.214181803	1.31E-12	9.33E-10	1.89E-09	0.47533149	0.43621147	1.38E-08	9.75E-06	0.076777042	0.157776652	0.563558346	0	1	TRUE
Macrophages_M1	LUAD	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.354988803	5.61E-16	0.242296022	1.02E-15	1.86E-12	3.38E-12	0.47533149	0.43621147	6.70E-11	9.46E-08	0.155827466	0.289569756	0.563558346	0	1	TRUE
Macrophages_M1	LUAD	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.332336259	5.41E-14	0.228247226	4.06E-14	1.33E-10	1.01E-10	0.47533149	0.43621147	2.06E-06	0.0009669	0.127248399	0.306166154	0.563558346	0	0.87	TRUE
Macrophages_M2	LUAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.27111846	1.19E-09	0.187746789	5.04E-10	1.02E-06	4.66E-07	0.533422868	0.498634223	0.000261845	0.052780488	0.015665838	0.051993396	0.641712392	0	0.86	TRUE
Macrophages_M2	LUAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.306037495	5.38E-12	0.206866453	7.33E-12	6.74E-09	8.99E-09	0.533422868	0.498634223	0.00018651	0.043860822	0.041803249	0.134035853	0.641712392	0	0.92	TRUE
Macrophages_M2	LUAD	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.423718116	0	0.294301509	1.90E-22	0	1.34E-18	0.533422868	0.498634223	3.16E-16	4.46E-13	0.241145558	0.393435176	0.641712392	0	1	TRUE
Macrophages_M2	LUAD	k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter	0.227048952	3.96E-07	0.153597406	3.64E-07	0.000221459	0.000205502	0.533422868	0.498634223	3.10E-06	0.001457457	0.136225157	0.333693257	0.641712392	0	0.78	TRUE
Macrophages_M2	LUAD	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.371748212	7.91E-19	0.25365144	4.44E-17	3.19E-15	1.79E-13	0.533422868	0.498634223	9.12E-08	6.43E-05	0.175852402	0.3795824	0.641712392	0	0.98	TRUE
Macrophages_M2	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Dermacoccaceae.g__Kytococcus	0.216523708	1.36E-06	0.145533896	1.44E-06	0.000638421	0.000670413	0.533422868	0.498634223	2.25E-05	0.006342915	0.05364065	0.145912316	0.641712392	0	0.61	TRUE
Monocytes	LUAD	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.298687069	1.78E-11	0.202144728	2.16E-11	2.05E-08	2.35E-08	0.138256317	0.131163776	5.37E-10	7.58E-07	0.247219538	0.475349732	0.718568567	0	1	TRUE
Monocytes	LUAD	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prolixibacteraceae.g__Sunxiuqinia	-0.216205081	1.41E-06	-0.142042479	2.55E-06	0.000656584	0.001058047	0.138256317	0.131163776	8.79E-05	0.041335878	-0.370874846	-0.123704055	0.718568567	0	0.94	TRUE
Other	LUAD	k__Viruses.f__Flaviviridae.g__Flavivirus	-0.238791629	9.35E-08	-0.15994846	1.18E-07	6.00E-05	7.38E-05	0.751933758	0.717319864	2.21E-06	0.001040371	-0.175794278	-0.072835652	0.494110946	0	0.85	TRUE
Other	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Micromonospora	-0.233307448	1.85E-07	-0.157138701	1.95E-07	0.000110147	0.000118297	0.751933758	0.717319864	0.000364398	0.04284718	-0.104643427	-0.03039431	0.494110946	0	0.64	TRUE
Other	LUAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	-0.324289982	2.34E-13	-0.220150463	3.08E-13	4.26E-10	6.01E-10	0.751933758	0.717319864	4.15E-08	2.93E-05	-0.134869711	-0.063851698	0.494110946	0	1	TRUE
Other	LUAD	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	-0.255832461	1.01E-08	-0.173581612	8.99E-09	7.78E-06	7.05E-06	0.751933758	0.717319864	3.47E-05	0.006992689	-0.182482917	-0.065221714	0.494110946	0	1	TRUE
Other	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	-0.326149334	1.68E-13	-0.222744087	1.62E-13	3.50E-10	3.39E-10	0.751933758	0.717319864	2.36E-36	3.33E-33	-0.357699886	-0.261339599	0.494110946	0	1	TRUE
Other	LUAD	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Collimonas	-0.273777979	8.07E-10	-0.186067584	7.17E-10	7.12E-07	6.23E-07	0.751933758	0.717319864	2.74E-05	0.006445838	-0.146185787	-0.053068702	0.494110946	0	0.98	TRUE
Plasma_B_cells	LUAD	k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Lymphocryptovirus	0.191245302	2.06E-05	0.126597115	2.76E-05	0.005403842	0.006652083	0.525029646	0.508996891	4.58E-06	0.002152028	0.084736153	0.211350306	0.932226265	0	0.92	TRUE
Plasma_B_cells	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.484393346	0	0.333205869	2.58E-28	0	3.64E-24	0.525029646	0.508996891	1.21E-87	1.71E-84	0.829486614	1.011287059	0.932226265	0	1	TRUE
Plasma_B_cells	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Phycicoccus	0.310519161	2.54E-12	0.212602353	1.91E-12	3.50E-09	2.63E-09	0.525029646	0.508996891	0.000231914	0.065446115	0.073938672	0.242301796	0.932226265	0	0.98	TRUE
T_cells	LUAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ruegeria	-0.139416516	0.001974652	-0.092996384	0.002071831	0.050225046	0.051197083	0.458069863	0.422726593	1.65E-07	7.78E-05	-0.345267508	-0.157147145	0.64865788	0	0.74	TRUE
T_cells	LUAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.367045444	2.16E-17	0.248996218	1.63E-16	8.13E-14	6.14E-13	0.458069863	0.422726593	4.09E-16	5.78E-13	0.146884347	0.240115217	0.64865788	0	1	TRUE
T_cells	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.194126837	1.54E-05	0.130520803	1.54E-05	0.004289841	0.004331179	0.458069863	0.422726593	1.27E-15	8.99E-13	0.194823524	0.321323168	0.64865788	0	0.97	TRUE
T_cells	LUAD	k__Bacteria.p__Chlamydiae.c__Chlamydiia.o__Chlamydiales.f__Chlamydiaceae.g__Chlamydia	-0.19678372	1.17E-05	-0.132449395	1.15E-05	0.003568367	0.003515663	0.458069863	0.422726593	0.000187775	0.04415853	-0.457588207	-0.142619005	0.64865788	0	0.71	TRUE
T_cells	LUAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.224945992	5.09E-07	0.153082007	3.98E-07	0.000273719	0.00022259	0.458069863	0.422726593	6.08E-05	0.017158316	0.035545554	0.10352387	0.64865788	0	0.82	TRUE
T_helpers	LUAD	k__Bacteria.p__Thermotogae.c__Thermotogae.o__Petrotogales.g__Marinitoga	0.211149927	2.49E-06	0.141942724	2.59E-06	0.001041993	0.001067463	0.532685989	0.476009462	2.17E-05	0.007653413	0.162856682	0.442028754	0.862506301	0	0.71	TRUE
T_helpers	LUAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.195750487	1.30E-05	0.129839145	1.71E-05	0.003798945	0.004703235	0.532685989	0.476009462	1.38E-06	0.001947242	0.090696898	0.214663962	0.862506301	0	0.79	TRUE
Tregs	LUAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ruegeria	-0.172378269	0.000126499	-0.116555135	0.000113389	0.017059654	0.016075422	0.649600136	0.596009569	5.32E-13	7.51E-10	-0.439225765	-0.251606187	0.646931121	0	0.9	TRUE
Tregs	LUAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.323613393	2.64E-13	0.216825304	6.92E-13	4.65E-10	1.12E-09	0.649600136	0.596009569	4.14E-10	1.95E-07	0.101733142	0.194715828	0.646931121	0	1	TRUE
Tregs	LUAD	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.250419953	2.08E-08	0.169890685	1.84E-08	1.54E-05	1.35E-05	0.649600136	0.596009569	1.47E-05	0.004156284	0.092931309	0.246459423	0.646931121	0	0.97	TRUE
Tregs	LUAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.1677638	0.00019192	0.113446112	0.000171944	0.020517323	0.019684658	0.649600136	0.596009569	3.81E-12	2.69E-09	0.160412262	0.286575159	0.646931121	0	0.79	TRUE
B_cells	LUSC	k__Bacteria.p__Cyanobacteria.o__Prochlorales.f__Prochlorococcaceae.g__Prochlorococcus	-0.189391152	2.78E-05	-0.12635256	3.20E-05	0.004373615	0.004883364	0.590469514	0.573736011	0.000945514	0.074117809	-0.45558599	-0.116469122	0.814614722	0	0.68	TRUE
B_cells	LUSC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.285959985	1.70E-10	0.188617193	5.36E-10	8.63E-08	2.54E-07	0.590469514	0.573736011	0.0012692	0.077862656	0.117445061	0.481986693	0.814614722	0	0.6	TRUE
B_cells	LUSC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.60795164	0	0.429019341	2.82E-45	0	7.96E-41	0.590469514	0.573736011	1.06E-86	1.50E-83	0.735333464	0.89748961	0.814614722	0	1	TRUE
CD4_T_cells	LUSC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.421005641	0	0.290005964	1.36E-21	0	1.96E-18	0.559521861	0.53144743	3.38E-12	1.59E-09	0.148225287	0.264408243	0.811495338	0	1	TRUE
CD4_T_cells	LUSC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.444286034	0	0.301934055	2.85E-23	0	5.54E-20	0.559521861	0.53144743	4.37E-14	3.08E-11	0.517825766	0.880971467	0.811495338	0	1	TRUE
CD4_T_cells	LUSC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.433392343	0	0.294606799	3.11E-22	0	4.75E-19	0.559521861	0.53144743	5.56E-16	7.85E-13	0.252960456	0.414495661	0.811495338	0	1	TRUE
CD8_T_cells	LUSC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.448024765	0	0.31318054	6.47E-25	0	1.74E-21	0.558670588	0.5305419	8.04E-14	5.67E-11	0.125809865	0.215319175	0.625189707	0	1	TRUE
CD8_T_cells	LUSC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.441312111	0	0.303229105	1.85E-23	0	3.74E-20	0.558670588	0.5305419	1.09E-19	1.54E-16	0.508143008	0.787916587	0.625189707	0	1	TRUE
CD8_T_cells_PD1_high	LUSC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.473378374	0	0.331635	9.71E-28	0	3.91E-24	0.619515125	0.592578143	5.98E-17	4.22E-14	0.14153447	0.228146684	0.604954552	0	1	TRUE
CD8_T_cells_PD1_high	LUSC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.454432169	0	0.314390389	4.27E-25	0	1.21E-21	0.619515125	0.592578143	2.14E-21	3.01E-18	0.520604438	0.791322746	0.604954552	0	1	TRUE
CD8_T_cells_PD1_low	LUSC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.405712335	0	0.281298458	2.07E-20	0	2.65E-17	0.471175118	0.445992981	4.87E-10	3.44E-07	0.097414039	0.186983496	0.625609805	0	1	TRUE
CD8_T_cells_PD1_low	LUSC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.408827103	0	0.27758371	6.45E-20	0	7.59E-17	0.471175118	0.445992981	2.13E-16	3.00E-13	0.446717746	0.726679318	0.625609805	0	1	TRUE
Fibroblasts	LUSC	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterella	0.584316349	0	0.417806935	4.96E-43	0	9.33E-39	0.494316257	0.454897702	3.04E-09	4.29E-06	0.088600868	0.176097791	0.659612708	0	1	TRUE
Fibroblasts	LUSC	k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Desulfurococcales.f__Desulfurococcaceae.g__Ignicoccus	0.189567864	2.73E-05	0.128056573	2.50E-05	0.004334023	0.004077532	0.494316257	0.454897702	0.000239792	0.080563272	0.056627457	0.186213524	0.659612708	0	0.83	TRUE
Fibroblasts	LUSC	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Collimonas	0.409975944	0	0.288744994	2.02E-21	0	2.85E-18	0.494316257	0.454897702	1.08E-08	7.60E-06	0.105966644	0.216498596	0.659612708	0	0.83	TRUE
Fibroblasts	LUSC	k__Bacteria.p__Tenericutes.c__Mollicutes.o__Entomoplasmatales.f__Entomoplasmataceae.g__Entomoplasma	0.278113847	5.45E-10	0.188446792	5.56E-10	2.57E-07	2.61E-07	0.494316257	0.454897702	2.64E-06	0.001242357	0.068877405	0.167525961	0.659612708	0	1	TRUE
Lymphocytes	LUSC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.447948926	0	0.307352816	4.68E-24	0	1.15E-20	0.675675439	0.663147881	2.07E-15	9.72E-13	0.132536444	0.21945363	0.607084664	0	1	TRUE
Lymphocytes	LUSC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.481613385	0	0.333219732	5.46E-28	0	2.37E-24	0.675675439	0.663147881	1.99E-20	1.40E-17	0.506133302	0.777804839	0.607084664	0	1	TRUE
Lymphocytes	LUSC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.559645187	0	0.390099685	9.79E-38	0	9.21E-34	0.675675439	0.663147881	4.32E-44	6.09E-41	0.368938288	0.489783771	0.607084664	0	1	TRUE
Lymphocytes	LUSC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Wolbachia	-0.182975859	5.19E-05	-0.124222544	4.34E-05	0.007096563	0.00617142	0.675675439	0.663147881	5.13E-05	0.012058252	-0.282165714	-0.098118392	0.607084664	0	0.96	TRUE
Macrophages	LUSC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.385474236	0	0.262554315	5.54E-18	0	5.89E-15	0.461573769	0.437152709	0.000143773	0.050715832	0.043482647	0.136036293	0.646453271	0	1	TRUE
